dataset,group,source_instance,source_member,output_path
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-6Hqh2B8dpuo-unsplash.jpg,datasets/partial/Concept/car/car_0020.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-B2Sv3FpTLng-unsplash.jpg,datasets/partial/Concept/car/car_0021.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-MQfA25aBlss-unsplash.jpg,datasets/partial/Concept/car/car_0022.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-S0q7CvqX6O4-unsplash.jpg,datasets/partial/Concept/car/car_0023.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-SgaZShRdlDY-unsplash.jpg,datasets/partial/Concept/car/car_0024.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-Ycjt4brRK04-unsplash.jpg,datasets/partial/Concept/car/car_0025.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-ZFqqglZzmYc-unsplash.jpg,datasets/partial/Concept/car/car_0026.jpg
Concept,car,transport_car2,__MACOSX/benchmark_dataset/transport_car2/._martin-katler-b94ZlRW9VTU-unsplash.jpg,datasets/partial/Concept/car/car_0027.jpg
Concept,car,transport_car2,benchmark_dataset/transport_car2/martin-katler-55BRE27Odjs-unsplash.jpg,datasets/partial/Concept/car/car_0028.jpg
Concept,car,transport_car2,benchmark_dataset/transport_car2/martin-katler-6Hqh2B8dpuo-unsplash.jpg,datasets/partial/Concept/car/car_0029.jpg
Concept,car,transport_car2,benchmark_dataset/transport_car2/martin-katler-B2Sv3FpTLng-unsplash.jpg,datasets/partial/Concept/car/car_0030.jpg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._0.jpeg,datasets/partial/Concept/cat/cat_0001.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._1.jpeg,datasets/partial/Concept/cat/cat_0002.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._2.jpeg,datasets/partial/Concept/cat/cat_0003.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._3.jpeg,datasets/partial/Concept/cat/cat_0004.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._4.jpeg,datasets/partial/Concept/cat/cat_0005.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._5.jpeg,datasets/partial/Concept/cat/cat_0006.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._6.jpeg,datasets/partial/Concept/cat/cat_0007.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._7.jpg,datasets/partial/Concept/cat/cat_0008.jpg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._8.jpeg,datasets/partial/Concept/cat/cat_0009.jpeg
Concept,cat,pet_cat7,__MACOSX/benchmark_dataset/pet_cat7/._9.jpeg,datasets/partial/Concept/cat/cat_0010.jpeg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/0.jpeg,datasets/partial/Concept/cat/cat_0011.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/1.jpeg,datasets/partial/Concept/cat/cat_0012.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/2.jpeg,datasets/partial/Concept/cat/cat_0013.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/3.jpeg,datasets/partial/Concept/cat/cat_0014.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/4.jpeg,datasets/partial/Concept/cat/cat_0015.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/5.jpeg,datasets/partial/Concept/cat/cat_0016.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/6.jpeg,datasets/partial/Concept/cat/cat_0017.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/7.jpg,datasets/partial/Concept/cat/cat_0018.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/8.jpeg,datasets/partial/Concept/cat/cat_0019.jpg
Concept,cat,pet_cat7,benchmark_dataset/pet_cat7/9.jpeg,datasets/partial/Concept/cat/cat_0020.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-IUl-bSx28WU-unsplash.jpg,datasets/partial/Concept/cat/cat_0021.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-NJDi7dUlpNk-unsplash.jpg,datasets/partial/Concept/cat/cat_0022.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-S3mP4s-JKGM-unsplash.jpg,datasets/partial/Concept/cat/cat_0023.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-iOoCYbsNYDE-unsplash.jpg,datasets/partial/Concept/cat/cat_0024.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-iXheXK4YeAk-unsplash.jpg,datasets/partial/Concept/cat/cat_0025.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-ixVJDSLuLlM-unsplash.jpg,datasets/partial/Concept/cat/cat_0026.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-n9u7QS4HrT4-unsplash.jpg,datasets/partial/Concept/cat/cat_0027.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-tw4R1Qq5TpQ-unsplash.jpg,datasets/partial/Concept/cat/cat_0028.jpg
Concept,cat,pet_cat5,__MACOSX/benchmark_dataset/pet_cat5/._zhang-kaiyv-vvk9olEKQo8-unsplash.jpg,datasets/partial/Concept/cat/cat_0029.jpg
Concept,cat,pet_cat5,benchmark_dataset/pet_cat5/zhang-kaiyv-IUl-bSx28WU-unsplash.jpg,datasets/partial/Concept/cat/cat_0030.jpg
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._0.JPG,datasets/partial/Concept/dog/dog_0001.jpg
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._1.png,datasets/partial/Concept/dog/dog_0002.png
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._2.png,datasets/partial/Concept/dog/dog_0003.png
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._3.png,datasets/partial/Concept/dog/dog_0004.png
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._4.JPG,datasets/partial/Concept/dog/dog_0005.jpg
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._5.png,datasets/partial/Concept/dog/dog_0006.png
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._6.JPG,datasets/partial/Concept/dog/dog_0007.jpg
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._7.png,datasets/partial/Concept/dog/dog_0008.png
Concept,dog,pet_dog2,__MACOSX/benchmark_dataset/pet_dog2/._8.JPG,datasets/partial/Concept/dog/dog_0009.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/0.JPG,datasets/partial/Concept/dog/dog_0010.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/1.png,datasets/partial/Concept/dog/dog_0011.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/2.png,datasets/partial/Concept/dog/dog_0012.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/3.png,datasets/partial/Concept/dog/dog_0013.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/4.JPG,datasets/partial/Concept/dog/dog_0014.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/5.png,datasets/partial/Concept/dog/dog_0015.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/6.JPG,datasets/partial/Concept/dog/dog_0016.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/7.png,datasets/partial/Concept/dog/dog_0017.jpg
Concept,dog,pet_dog2,benchmark_dataset/pet_dog2/8.JPG,datasets/partial/Concept/dog/dog_0018.jpg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._0.jpeg,datasets/partial/Concept/dog/dog_0019.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._1.jpeg,datasets/partial/Concept/dog/dog_0020.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._2.jpeg,datasets/partial/Concept/dog/dog_0021.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._3.jpeg,datasets/partial/Concept/dog/dog_0022.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._4.jpeg,datasets/partial/Concept/dog/dog_0023.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._5.jpeg,datasets/partial/Concept/dog/dog_0024.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._6.jpeg,datasets/partial/Concept/dog/dog_0025.jpeg
Concept,dog,pet_dog1,__MACOSX/benchmark_dataset/pet_dog1/._7.jpeg,datasets/partial/Concept/dog/dog_0026.jpeg
Concept,dog,pet_dog1,benchmark_dataset/pet_dog1/0.jpeg,datasets/partial/Concept/dog/dog_0027.jpg
Concept,dog,pet_dog1,benchmark_dataset/pet_dog1/1.jpeg,datasets/partial/Concept/dog/dog_0028.jpg
Concept,dog,pet_dog1,benchmark_dataset/pet_dog1/2.jpeg,datasets/partial/Concept/dog/dog_0029.jpg
Concept,dog,pet_dog1,benchmark_dataset/pet_dog1/3.jpeg,datasets/partial/Concept/dog/dog_0030.jpg
Concept,purse,luggage_purse4,__MACOSX/benchmark_dataset/luggage_purse4/._0.png,datasets/partial/Concept/purse/purse_0001.png
Concept,purse,luggage_purse4,__MACOSX/benchmark_dataset/luggage_purse4/._1.png,datasets/partial/Concept/purse/purse_0002.png
Concept,purse,luggage_purse4,__MACOSX/benchmark_dataset/luggage_purse4/._2.png,datasets/partial/Concept/purse/purse_0003.png
Concept,purse,luggage_purse4,__MACOSX/benchmark_dataset/luggage_purse4/._3.png,datasets/partial/Concept/purse/purse_0004.png
Concept,purse,luggage_purse4,__MACOSX/benchmark_dataset/luggage_purse4/._4.png,datasets/partial/Concept/purse/purse_0005.png
Concept,purse,luggage_purse4,__MACOSX/benchmark_dataset/luggage_purse4/._5.png,datasets/partial/Concept/purse/purse_0006.png
Concept,purse,luggage_purse4,benchmark_dataset/luggage_purse4/0.png,datasets/partial/Concept/purse/purse_0007.jpg
Concept,purse,luggage_purse4,benchmark_dataset/luggage_purse4/1.png,datasets/partial/Concept/purse/purse_0008.jpg
Concept,purse,luggage_purse4,benchmark_dataset/luggage_purse4/2.png,datasets/partial/Concept/purse/purse_0009.jpg
Concept,purse,luggage_purse4,benchmark_dataset/luggage_purse4/3.png,datasets/partial/Concept/purse/purse_0010.jpg
Concept,purse,luggage_purse4,benchmark_dataset/luggage_purse4/4.png,datasets/partial/Concept/purse/purse_0011.jpg
Concept,purse,luggage_purse4,benchmark_dataset/luggage_purse4/5.png,datasets/partial/Concept/purse/purse_0012.jpg
Concept,purse,luggage_purse1,__MACOSX/benchmark_dataset/luggage_purse1/._laura-chouette-9gzSVDpyxPg-unsplash.jpg,datasets/partial/Concept/purse/purse_0013.jpg
Concept,purse,luggage_purse1,__MACOSX/benchmark_dataset/luggage_purse1/._laura-chouette-FTaKIJ_uEo0-unsplash.jpg,datasets/partial/Concept/purse/purse_0014.jpg
Concept,purse,luggage_purse1,__MACOSX/benchmark_dataset/luggage_purse1/._laura-chouette-R2DDxvSNxkM-unsplash.jpg,datasets/partial/Concept/purse/purse_0015.jpg
Concept,purse,luggage_purse1,__MACOSX/benchmark_dataset/luggage_purse1/._laura-chouette-RycLeDdrWJ0-unsplash.jpg,datasets/partial/Concept/purse/purse_0016.jpg
Concept,purse,luggage_purse1,__MACOSX/benchmark_dataset/luggage_purse1/._laura-chouette-b7kMR1VYAJc-unsplash.jpg,datasets/partial/Concept/purse/purse_0017.jpg
Concept,purse,luggage_purse1,benchmark_dataset/luggage_purse1/laura-chouette-9gzSVDpyxPg-unsplash.jpg,datasets/partial/Concept/purse/purse_0018.jpg
Concept,purse,luggage_purse1,benchmark_dataset/luggage_purse1/laura-chouette-FTaKIJ_uEo0-unsplash.jpg,datasets/partial/Concept/purse/purse_0019.jpg
Concept,purse,luggage_purse1,benchmark_dataset/luggage_purse1/laura-chouette-R2DDxvSNxkM-unsplash.jpg,datasets/partial/Concept/purse/purse_0020.jpg
Concept,purse,luggage_purse1,benchmark_dataset/luggage_purse1/laura-chouette-RycLeDdrWJ0-unsplash.jpg,datasets/partial/Concept/purse/purse_0021.jpg
Concept,purse,luggage_purse1,benchmark_dataset/luggage_purse1/laura-chouette-b7kMR1VYAJc-unsplash.jpg,datasets/partial/Concept/purse/purse_0022.jpg
Concept,purse,luggage_purse2,__MACOSX/benchmark_dataset/luggage_purse2/._ivan-kazlouskij-4NSRtWCbZFk-unsplash.jpg,datasets/partial/Concept/purse/purse_0023.jpg
Concept,purse,luggage_purse2,__MACOSX/benchmark_dataset/luggage_purse2/._ivan-kazlouskij-AB7WaWI4_RY-unsplash.jpg,datasets/partial/Concept/purse/purse_0024.jpg
Concept,purse,luggage_purse2,__MACOSX/benchmark_dataset/luggage_purse2/._ivan-kazlouskij-KBS4Ktx1m3k-unsplash.jpg,datasets/partial/Concept/purse/purse_0025.jpg
Concept,purse,luggage_purse2,__MACOSX/benchmark_dataset/luggage_purse2/._ivan-kazlouskij-eU-xXGfY6Fk-unsplash.jpg,datasets/partial/Concept/purse/purse_0026.jpg
Concept,purse,luggage_purse2,benchmark_dataset/luggage_purse2/ivan-kazlouskij-4NSRtWCbZFk-unsplash.jpg,datasets/partial/Concept/purse/purse_0027.jpg
Concept,purse,luggage_purse2,benchmark_dataset/luggage_purse2/ivan-kazlouskij-AB7WaWI4_RY-unsplash.jpg,datasets/partial/Concept/purse/purse_0028.jpg
Concept,purse,luggage_purse2,benchmark_dataset/luggage_purse2/ivan-kazlouskij-KBS4Ktx1m3k-unsplash.jpg,datasets/partial/Concept/purse/purse_0029.jpg
Concept,purse,luggage_purse2,benchmark_dataset/luggage_purse2/ivan-kazlouskij-eU-xXGfY6Fk-unsplash.jpg,datasets/partial/Concept/purse/purse_0030.jpg
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._0.jpg,datasets/partial/Concept/person/person_0001.jpg
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._1.png,datasets/partial/Concept/person/person_0002.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._10.png,datasets/partial/Concept/person/person_0003.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._11.png,datasets/partial/Concept/person/person_0004.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._12.png,datasets/partial/Concept/person/person_0005.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._13.png,datasets/partial/Concept/person/person_0006.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._14.jpg,datasets/partial/Concept/person/person_0007.jpg
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._2.png,datasets/partial/Concept/person/person_0008.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._3.png,datasets/partial/Concept/person/person_0009.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._4.png,datasets/partial/Concept/person/person_0010.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._5.png,datasets/partial/Concept/person/person_0011.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._6.png,datasets/partial/Concept/person/person_0012.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._7.jpg,datasets/partial/Concept/person/person_0013.jpg
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._8.png,datasets/partial/Concept/person/person_0014.png
Concept,person,person_3,__MACOSX/benchmark_dataset/person_3/._9.png,datasets/partial/Concept/person/person_0015.png
Concept,person,person_3,benchmark_dataset/person_3/0.jpg,datasets/partial/Concept/person/person_0016.jpg
Concept,person,person_3,benchmark_dataset/person_3/1.png,datasets/partial/Concept/person/person_0017.jpg
Concept,person,person_3,benchmark_dataset/person_3/10.png,datasets/partial/Concept/person/person_0018.jpg
Concept,person,person_3,benchmark_dataset/person_3/11.png,datasets/partial/Concept/person/person_0019.jpg
Concept,person,person_3,benchmark_dataset/person_3/12.png,datasets/partial/Concept/person/person_0020.jpg
Concept,person,person_3,benchmark_dataset/person_3/13.png,datasets/partial/Concept/person/person_0021.jpg
Concept,person,person_3,benchmark_dataset/person_3/14.jpg,datasets/partial/Concept/person/person_0022.jpg
Concept,person,person_3,benchmark_dataset/person_3/2.png,datasets/partial/Concept/person/person_0023.jpg
Concept,person,person_3,benchmark_dataset/person_3/3.png,datasets/partial/Concept/person/person_0024.jpg
Concept,person,person_3,benchmark_dataset/person_3/4.png,datasets/partial/Concept/person/person_0025.jpg
Concept,person,person_3,benchmark_dataset/person_3/5.png,datasets/partial/Concept/person/person_0026.jpg
Concept,person,person_3,benchmark_dataset/person_3/6.png,datasets/partial/Concept/person/person_0027.jpg
Concept,person,person_3,benchmark_dataset/person_3/7.jpg,datasets/partial/Concept/person/person_0028.jpg
Concept,person,person_3,benchmark_dataset/person_3/8.png,datasets/partial/Concept/person/person_0029.jpg
Concept,person,person_3,benchmark_dataset/person_3/9.png,datasets/partial/Concept/person/person_0030.jpg
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._0.jpg,datasets/partial/Concept/plushie/plushie_0001.jpg
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._1.jpg,datasets/partial/Concept/plushie/plushie_0002.jpg
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._2.jpg,datasets/partial/Concept/plushie/plushie_0003.jpg
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._3.png,datasets/partial/Concept/plushie/plushie_0004.png
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._4.png,datasets/partial/Concept/plushie/plushie_0005.png
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._5.jpg,datasets/partial/Concept/plushie/plushie_0006.jpg
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._6.png,datasets/partial/Concept/plushie/plushie_0007.png
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._7.png,datasets/partial/Concept/plushie/plushie_0008.png
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._8.png,datasets/partial/Concept/plushie/plushie_0009.png
Concept,plushie,plushie_pink,__MACOSX/benchmark_dataset/plushie_pink/._9.png,datasets/partial/Concept/plushie/plushie_0010.png
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/0.jpg,datasets/partial/Concept/plushie/plushie_0011.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/1.jpg,datasets/partial/Concept/plushie/plushie_0012.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/2.jpg,datasets/partial/Concept/plushie/plushie_0013.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/3.png,datasets/partial/Concept/plushie/plushie_0014.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/4.png,datasets/partial/Concept/plushie/plushie_0015.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/5.jpg,datasets/partial/Concept/plushie/plushie_0016.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/6.png,datasets/partial/Concept/plushie/plushie_0017.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/7.png,datasets/partial/Concept/plushie/plushie_0018.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/8.png,datasets/partial/Concept/plushie/plushie_0019.jpg
Concept,plushie,plushie_pink,benchmark_dataset/plushie_pink/9.png,datasets/partial/Concept/plushie/plushie_0020.jpg
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._0.png,datasets/partial/Concept/plushie/plushie_0021.png
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._1.png,datasets/partial/Concept/plushie/plushie_0022.png
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._2.png,datasets/partial/Concept/plushie/plushie_0023.png
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._3.png,datasets/partial/Concept/plushie/plushie_0024.png
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._4.png,datasets/partial/Concept/plushie/plushie_0025.png
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._5.png,datasets/partial/Concept/plushie/plushie_0026.png
Concept,plushie,plushie_happysad,__MACOSX/benchmark_dataset/plushie_happysad/._6.png,datasets/partial/Concept/plushie/plushie_0027.png
Concept,plushie,plushie_happysad,benchmark_dataset/plushie_happysad/0.png,datasets/partial/Concept/plushie/plushie_0028.jpg
Concept,plushie,plushie_happysad,benchmark_dataset/plushie_happysad/1.png,datasets/partial/Concept/plushie/plushie_0029.jpg
Concept,plushie,plushie_happysad,benchmark_dataset/plushie_happysad/2.png,datasets/partial/Concept/plushie/plushie_0030.jpg
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._0.png,datasets/partial/Concept/houseplant/houseplant_0001.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._1.png,datasets/partial/Concept/houseplant/houseplant_0002.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._2.png,datasets/partial/Concept/houseplant/houseplant_0003.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._3.png,datasets/partial/Concept/houseplant/houseplant_0004.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._4.png,datasets/partial/Concept/houseplant/houseplant_0005.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._5.png,datasets/partial/Concept/houseplant/houseplant_0006.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._6.png,datasets/partial/Concept/houseplant/houseplant_0007.png
Concept,houseplant,decoritems_houseplant2,__MACOSX/benchmark_dataset/decoritems_houseplant2/._7.png,datasets/partial/Concept/houseplant/houseplant_0008.png
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/0.png,datasets/partial/Concept/houseplant/houseplant_0009.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/1.png,datasets/partial/Concept/houseplant/houseplant_0010.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/2.png,datasets/partial/Concept/houseplant/houseplant_0011.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/3.png,datasets/partial/Concept/houseplant/houseplant_0012.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/4.png,datasets/partial/Concept/houseplant/houseplant_0013.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/5.png,datasets/partial/Concept/houseplant/houseplant_0014.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/6.png,datasets/partial/Concept/houseplant/houseplant_0015.jpg
Concept,houseplant,decoritems_houseplant2,benchmark_dataset/decoritems_houseplant2/7.png,datasets/partial/Concept/houseplant/houseplant_0016.jpg
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._0.png,datasets/partial/Concept/houseplant/houseplant_0017.png
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._1.png,datasets/partial/Concept/houseplant/houseplant_0018.png
Concept,houseplant,decoritems_houseplant3,__MACOSX/benchmark_dataset/decoritems_houseplant3/._2.png,datasets/partial/Concept/houseplant/houseplant_0019.png
