dataset,group,artist,genre,source_shard,source_row,output_path
WikiArt,Impressionism,camille-pissarro,landscape,train-00000-of-00072.parquet,97,datasets/partial/WikiArt/impressionism/impressionism_0027.jpg
WikiArt,Baroque,rembrandt,Unknown Genre,train-00000-of-00072.parquet,98,datasets/partial/WikiArt/baroque/baroque_0006.jpg
WikiArt,Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,99,datasets/partial/WikiArt/cubism/cubism_0001.jpg
WikiArt,Northern_Renaissance,albrecht-durer,genre_painting,train-00000-of-00072.parquet,100,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0007.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,101,datasets/partial/WikiArt/symbolism/symbolism_0009.jpg
WikiArt,Expressionism,pyotr-konchalovsky,still_life,train-00000-of-00072.parquet,102,datasets/partial/WikiArt/expressionism/expressionism_0006.jpg
WikiArt,Cubism,pablo-picasso,Unknown Genre,train-00000-of-00072.parquet,103,datasets/partial/WikiArt/cubism/cubism_0002.jpg
WikiArt,Post_Impressionism,salvador-dali,landscape,train-00000-of-00072.parquet,104,datasets/partial/WikiArt/post_impressionism/post_impressionism_0009.jpg
WikiArt,Symbolism,nicholas-roerich,sketch_and_study,train-00000-of-00072.parquet,105,datasets/partial/WikiArt/symbolism/symbolism_0010.jpg
WikiArt,Art_Nouveau,boris-kustodiev,nude_painting,train-00000-of-00072.parquet,106,datasets/partial/WikiArt/art_nouveau/art_nouveau_0007.jpg
WikiArt,Romanticism,ivan-aivazovsky,landscape,train-00000-of-00072.parquet,107,datasets/partial/WikiArt/romanticism/romanticism_0012.jpg
WikiArt,Cubism,pablo-picasso,still_life,train-00000-of-00072.parquet,108,datasets/partial/WikiArt/cubism/cubism_0003.jpg
WikiArt,Symbolism,nicholas-roerich,genre_painting,train-00000-of-00072.parquet,109,datasets/partial/WikiArt/symbolism/symbolism_0011.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,landscape,train-00000-of-00072.parquet,110,datasets/partial/WikiArt/post_impressionism/post_impressionism_0010.jpg
WikiArt,Baroque,rembrandt,Unknown Genre,train-00000-of-00072.parquet,111,datasets/partial/WikiArt/baroque/baroque_0007.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,112,datasets/partial/WikiArt/symbolism/symbolism_0012.jpg
WikiArt,Realism,vincent-van-gogh,Unknown Genre,train-00000-of-00072.parquet,113,datasets/partial/WikiArt/realism/realism_0019.jpg
WikiArt,Baroque,rembrandt,genre_painting,train-00000-of-00072.parquet,114,datasets/partial/WikiArt/baroque/baroque_0008.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,genre_painting,train-00000-of-00072.parquet,115,datasets/partial/WikiArt/post_impressionism/post_impressionism_0011.jpg
WikiArt,Impressionism,childe-hassam,landscape,train-00000-of-00072.parquet,116,datasets/partial/WikiArt/impressionism/impressionism_0028.jpg
WikiArt,Realism,pyotr-konchalovsky,landscape,train-00000-of-00072.parquet,117,datasets/partial/WikiArt/realism/realism_0020.jpg
WikiArt,Realism,boris-kustodiev,sketch_and_study,train-00000-of-00072.parquet,118,datasets/partial/WikiArt/realism/realism_0021.jpg
WikiArt,Impressionism,eugene-boudin,cityscape,train-00000-of-00072.parquet,119,datasets/partial/WikiArt/impressionism/impressionism_0029.jpg
WikiArt,Romanticism,ivan-aivazovsky,religious_painting,train-00000-of-00072.parquet,120,datasets/partial/WikiArt/romanticism/romanticism_0013.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,illustration,train-00000-of-00072.parquet,121,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0005.jpg
WikiArt,Impressionism,claude-monet,cityscape,train-00000-of-00072.parquet,122,datasets/partial/WikiArt/impressionism/impressionism_0030.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,123,datasets/partial/WikiArt/romanticism/romanticism_0014.jpg
WikiArt,Realism,pyotr-konchalovsky,landscape,train-00000-of-00072.parquet,124,datasets/partial/WikiArt/realism/realism_0022.jpg
WikiArt,Northern_Renaissance,albrecht-durer,portrait,train-00000-of-00072.parquet,125,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0008.jpg
WikiArt,Impressionism,childe-hassam,landscape,train-00000-of-00072.parquet,126,datasets/partial/WikiArt/impressionism/impressionism_0031.jpg
WikiArt,Baroque,rembrandt,sketch_and_study,train-00000-of-00072.parquet,127,datasets/partial/WikiArt/baroque/baroque_0009.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,128,datasets/partial/WikiArt/post_impressionism/post_impressionism_0012.jpg
WikiArt,Post_Impressionism,pablo-picasso,genre_painting,train-00000-of-00072.parquet,129,datasets/partial/WikiArt/post_impressionism/post_impressionism_0013.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,130,datasets/partial/WikiArt/romanticism/romanticism_0015.jpg
WikiArt,Realism,ilya-repin,portrait,train-00000-of-00072.parquet,131,datasets/partial/WikiArt/realism/realism_0023.jpg
WikiArt,Realism,camille-pissarro,landscape,train-00000-of-00072.parquet,132,datasets/partial/WikiArt/realism/realism_0024.jpg
WikiArt,Realism,vincent-van-gogh,genre_painting,train-00000-of-00072.parquet,133,datasets/partial/WikiArt/realism/realism_0025.jpg
WikiArt,Impressionism,pierre-auguste-renoir,landscape,train-00000-of-00072.parquet,134,datasets/partial/WikiArt/impressionism/impressionism_0032.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,genre_painting,train-00000-of-00072.parquet,135,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0006.jpg
WikiArt,Realism,ivan-shishkin,landscape,train-00000-of-00072.parquet,136,datasets/partial/WikiArt/realism/realism_0026.jpg
WikiArt,Art_Nouveau,boris-kustodiev,genre_painting,train-00000-of-00072.parquet,137,datasets/partial/WikiArt/art_nouveau/art_nouveau_0008.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,138,datasets/partial/WikiArt/symbolism/symbolism_0013.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,illustration,train-00000-of-00072.parquet,139,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0007.jpg
WikiArt,Realism,vincent-van-gogh,still_life,train-00000-of-00072.parquet,140,datasets/partial/WikiArt/realism/realism_0027.jpg
WikiArt,Impressionism,claude-monet,landscape,train-00000-of-00072.parquet,141,datasets/partial/WikiArt/impressionism/impressionism_0033.jpg
WikiArt,Symbolism,nicholas-roerich,sketch_and_study,train-00000-of-00072.parquet,142,datasets/partial/WikiArt/symbolism/symbolism_0014.jpg
WikiArt,Impressionism,john-singer-sargent,cityscape,train-00000-of-00072.parquet,143,datasets/partial/WikiArt/impressionism/impressionism_0034.jpg
WikiArt,Realism,pyotr-konchalovsky,landscape,train-00000-of-00072.parquet,144,datasets/partial/WikiArt/realism/realism_0028.jpg
WikiArt,Realism,pyotr-konchalovsky,Unknown Genre,train-00000-of-00072.parquet,145,datasets/partial/WikiArt/realism/realism_0029.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,sketch_and_study,train-00000-of-00072.parquet,146,datasets/partial/WikiArt/post_impressionism/post_impressionism_0014.jpg
WikiArt,Northern_Renaissance,albrecht-durer,portrait,train-00000-of-00072.parquet,147,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0009.jpg
WikiArt,Impressionism,claude-monet,genre_painting,train-00000-of-00072.parquet,148,datasets/partial/WikiArt/impressionism/impressionism_0035.jpg
WikiArt,Cubism,paul-cezanne,landscape,train-00000-of-00072.parquet,149,datasets/partial/WikiArt/cubism/cubism_0004.jpg
WikiArt,Expressionism,martiros-saryan,genre_painting,train-00000-of-00072.parquet,150,datasets/partial/WikiArt/expressionism/expressionism_0007.jpg
WikiArt,Impressionism,john-singer-sargent,landscape,train-00000-of-00072.parquet,151,datasets/partial/WikiArt/impressionism/impressionism_0036.jpg
WikiArt,Realism,vincent-van-gogh,landscape,train-00000-of-00072.parquet,152,datasets/partial/WikiArt/realism/realism_0030.jpg
WikiArt,Post_Impressionism,pyotr-konchalovsky,Unknown Genre,train-00000-of-00072.parquet,153,datasets/partial/WikiArt/post_impressionism/post_impressionism_0015.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,154,datasets/partial/WikiArt/romanticism/romanticism_0016.jpg
WikiArt,Impressionism,childe-hassam,cityscape,train-00000-of-00072.parquet,155,datasets/partial/WikiArt/impressionism/impressionism_0037.jpg
WikiArt,Art_Nouveau,nicholas-roerich,cityscape,train-00000-of-00072.parquet,156,datasets/partial/WikiArt/art_nouveau/art_nouveau_0009.jpg
WikiArt,Impressionism,childe-hassam,Unknown Genre,train-00000-of-00072.parquet,157,datasets/partial/WikiArt/impressionism/impressionism_0038.jpg
WikiArt,Romanticism,ivan-aivazovsky,landscape,train-00000-of-00072.parquet,158,datasets/partial/WikiArt/romanticism/romanticism_0017.jpg
WikiArt,Cubism,paul-cezanne,cityscape,train-00000-of-00072.parquet,159,datasets/partial/WikiArt/cubism/cubism_0005.jpg
WikiArt,Impressionism,edgar-degas,Unknown Genre,train-00000-of-00072.parquet,160,datasets/partial/WikiArt/impressionism/impressionism_0039.jpg
WikiArt,Impressionism,camille-pissarro,landscape,train-00000-of-00072.parquet,161,datasets/partial/WikiArt/impressionism/impressionism_0040.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,landscape,train-00000-of-00072.parquet,162,datasets/partial/WikiArt/post_impressionism/post_impressionism_0016.jpg
WikiArt,Post_Impressionism,martiros-saryan,landscape,train-00000-of-00072.parquet,163,datasets/partial/WikiArt/post_impressionism/post_impressionism_0017.jpg
WikiArt,Realism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,164,datasets/partial/WikiArt/realism/realism_0031.jpg
WikiArt,Naive_Art_Primitivism,marc-chagall,religious_painting,train-00000-of-00072.parquet,165,datasets/partial/WikiArt/naive_art_primitivism/naive_art_primitivism_0008.jpg
WikiArt,Northern_Renaissance,albrecht-durer,portrait,train-00000-of-00072.parquet,166,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0010.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,167,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0011.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,168,datasets/partial/WikiArt/post_impressionism/post_impressionism_0018.jpg
WikiArt,Art_Nouveau,boris-kustodiev,genre_painting,train-00000-of-00072.parquet,169,datasets/partial/WikiArt/art_nouveau/art_nouveau_0010.jpg
WikiArt,Northern_Renaissance,albrecht-durer,religious_painting,train-00000-of-00072.parquet,170,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0012.jpg
WikiArt,Realism,ivan-shishkin,landscape,train-00000-of-00072.parquet,171,datasets/partial/WikiArt/realism/realism_0032.jpg
WikiArt,Symbolism,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,173,datasets/partial/WikiArt/symbolism/symbolism_0015.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,174,datasets/partial/WikiArt/symbolism/symbolism_0016.jpg
WikiArt,Expressionism,pablo-picasso,nude_painting,train-00000-of-00072.parquet,175,datasets/partial/WikiArt/expressionism/expressionism_0008.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,still_life,train-00000-of-00072.parquet,176,datasets/partial/WikiArt/post_impressionism/post_impressionism_0019.jpg
WikiArt,Art_Nouveau,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,179,datasets/partial/WikiArt/art_nouveau/art_nouveau_0011.jpg
WikiArt,Romanticism,gustave-dore,illustration,train-00000-of-00072.parquet,180,datasets/partial/WikiArt/romanticism/romanticism_0018.jpg
WikiArt,Northern_Renaissance,albrecht-durer,sketch_and_study,train-00000-of-00072.parquet,181,datasets/partial/WikiArt/northern_renaissance/northern_renaissance_0013.jpg
WikiArt,Expressionism,pablo-picasso,genre_painting,train-00000-of-00072.parquet,183,datasets/partial/WikiArt/expressionism/expressionism_0009.jpg
WikiArt,Cubism,marc-chagall,genre_painting,train-00000-of-00072.parquet,184,datasets/partial/WikiArt/cubism/cubism_0006.jpg
WikiArt,Symbolism,nicholas-roerich,Unknown Genre,train-00000-of-00072.parquet,187,datasets/partial/WikiArt/symbolism/symbolism_0017.jpg
WikiArt,Cubism,pablo-picasso,portrait,train-00000-of-00072.parquet,189,datasets/partial/WikiArt/cubism/cubism_0007.jpg
WikiArt,Realism,john-singer-sargent,genre_painting,train-00000-of-00072.parquet,190,datasets/partial/WikiArt/realism/realism_0033.jpg
WikiArt,Realism,ilya-repin,Unknown Genre,train-00000-of-00072.parquet,191,datasets/partial/WikiArt/realism/realism_0034.jpg
WikiArt,Post_Impressionism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,192,datasets/partial/WikiArt/post_impressionism/post_impressionism_0020.jpg
WikiArt,Baroque,rembrandt,Unknown Genre,train-00000-of-00072.parquet,193,datasets/partial/WikiArt/baroque/baroque_0010.jpg
WikiArt,Baroque,rembrandt,portrait,train-00000-of-00072.parquet,194,datasets/partial/WikiArt/baroque/baroque_0011.jpg
WikiArt,Symbolism,nicholas-roerich,landscape,train-00000-of-00072.parquet,196,datasets/partial/WikiArt/symbolism/symbolism_0018.jpg
WikiArt,Realism,vincent-van-gogh,sketch_and_study,train-00000-of-00072.parquet,197,datasets/partial/WikiArt/realism/realism_0035.jpg
